eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_macro_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.04776116460561752,0.9923611111111111,0.9972027972027973,0.9875346260387812,0.9923451635351427,0.9923610779560675,40.7907,35.302,4.413,3.0
0.00259842025116086,0.9993055555555556,1.0,0.998567335243553,0.9992831541218637,0.9993048767242315,39.9239,36.069,4.509,3.0
0.0004049500566907227,1.0,1.0,1.0,1.0,1.0,41.927,34.345,4.293,3.0
0.0010864586802199483,0.9993055555555556,0.9986225895316805,1.0,0.9993108201240524,0.9993055150305357,40.8925,35.214,4.402,3.0
0.006363228429108858,0.9993055555555556,1.0,0.99860529986053,0.9993021632937893,0.999305539145167,41.6322,34.589,4.324,3.0
